iteration,fitness
0,35.519
1,39.672
2,39.672
3,39.672
4,41.408
5,49.06
6,49.06
7,49.06
8,49.06
9,49.06
10,49.06
11,49.06
12,49.06
13,49.06
14,49.06
15,49.06
16,49.06
17,49.06
18,49.06
19,49.06
20,51.866
21,51.866
22,51.866
23,51.866
24,51.866
25,52.271
26,52.271
27,52.271
28,53.372
29,53.372
30,57.242
31,57.242
32,57.242
33,57.242
34,59.098
35,59.098
36,59.098
37,59.098
38,59.098
39,59.098
40,59.098
41,59.098
42,59.098
43,59.098
44,59.098
45,59.098
46,59.098
47,59.098
48,59.098
49,59.098
50,59.098
51,59.098
52,59.524
53,59.524
54,59.524
55,59.524
56,59.524
57,59.524
58,59.524
59,59.524
60,59.524
61,59.524
62,59.524
63,59.524
64,59.524
65,59.524
66,59.524
67,59.524
68,59.524
69,59.524
70,59.524
71,59.524
72,59.524
73,59.524
74,59.524
75,59.524
76,59.524
77,59.524
78,59.524
79,59.524
80,59.524
81,59.524
82,59.524
83,59.524
84,59.524
85,59.524
86,59.524
87,59.524
88,59.524
89,59.524
90,59.524
91,59.524
92,59.524
93,59.524
94,59.524
95,59.524
96,59.524
97,59.524
98,59.524
99,59.524
100,59.524
101,59.524
102,59.524
103,59.524
104,59.524
105,59.524
106,59.524
107,59.524
108,59.524
109,59.524
110,59.524
111,59.524
112,59.524
113,59.524
114,59.524
115,59.524
116,59.524
117,59.524
118,59.524
119,59.524
120,59.524
121,59.524
122,59.524
123,59.524
124,59.524
125,59.524
126,59.524
127,59.524
128,59.524
129,59.524
130,59.524
131,59.524
132,61.34
133,61.34
134,61.34
135,61.34
136,61.34
137,61.34
138,61.34
139,61.34
140,61.34
141,61.34
142,61.34
143,61.34
144,61.34
145,61.34
146,61.34
147,61.34
148,61.34
149,61.34
150,61.34
151,61.34
152,61.34
153,61.34
154,61.34
155,61.34
156,61.34
157,61.34
158,61.34
159,61.34
160,61.34
161,61.34
162,61.34
163,61.34
164,61.34
165,61.34
166,61.34
167,61.34
168,61.34
169,61.34
170,61.34
171,61.34
172,61.34
173,61.34
174,61.34
175,61.34
176,61.34
177,61.34
178,61.34
179,61.34
180,61.34
181,61.34
182,61.34
183,61.34
184,61.34
185,61.34
186,61.34
187,61.34
188,61.34
189,61.34
190,61.34
191,61.34
192,61.34
193,61.34
194,61.34
195,61.34
196,61.34
197,61.34
198,61.34
199,61.34
200,61.34
201,61.34
202,61.34
203,61.34
204,61.34
205,61.34
206,61.34
207,61.34
208,61.34
209,61.34
210,61.34
211,61.34
212,61.34
213,61.34
214,61.34
215,61.34
216,61.34
217,61.34
218,61.34
219,61.34
220,61.34
221,61.34
222,61.34
223,61.34
224,61.34
225,61.34
226,61.34
227,61.34
228,61.34
229,61.34
230,61.34
231,61.34
232,61.34
233,61.34
234,61.34
235,61.34
236,61.34
237,61.34
238,61.34
239,61.34
240,61.34
241,61.34
242,61.34
243,61.34
244,61.34
245,61.34
246,61.34
247,61.34
248,61.34
249,61.34
250,61.34
251,61.34
252,61.34
253,61.34
254,61.34
255,61.34
256,61.34
257,61.34
258,61.34
259,61.34
260,61.34
261,61.34
262,61.34
263,61.34
264,61.34
265,61.34
266,61.34
267,61.34
268,61.34
269,61.34
270,61.34
271,61.34
272,61.34
273,61.34
274,61.34
275,61.34
276,61.34
277,61.34
278,61.34
279,61.34
280,61.34
281,61.34
282,61.34
283,61.34
284,61.34
285,61.355
286,61.355
287,61.355
288,61.355
289,61.355
290,61.355
291,61.355
292,61.355
293,61.355
294,61.355
295,61.355
296,61.355
297,61.355
298,61.355
299,61.355
300,61.355
301,61.355
302,61.355
303,61.355
304,61.355
305,61.355
306,61.355
307,61.355
308,61.355
309,61.355
310,61.355
311,61.355
312,61.355
313,61.355
314,61.355
315,61.355
316,61.355
317,61.355
318,61.355
319,61.355
320,61.355
321,61.355
322,61.355
323,61.355
324,61.355
325,61.355
326,61.355
327,61.52
328,61.52
329,61.52
330,61.52
331,61.52
332,61.52
333,61.52
334,61.52
335,61.52
336,61.52
337,61.52
338,61.625
339,61.625
340,61.625
341,61.625
342,61.625
343,61.625
344,61.625
345,61.625
346,61.625
347,61.625
348,61.625
349,61.625
350,61.625
351,61.625
352,61.625
353,61.625
354,61.625
355,61.625
356,61.691
357,61.691
358,61.691
359,61.691
360,61.691
361,61.691
362,61.691
363,61.691
364,61.691
365,61.691
366,61.691
367,61.691
368,61.691
369,61.691
370,61.691
371,61.691
372,61.691
373,61.691
374,61.691
375,61.691
376,61.691
377,61.691
378,61.691
379,61.691
380,61.691
381,61.691
382,61.691
383,61.691
384,61.691
385,61.691
386,61.691
387,61.691
388,61.691
389,61.691
390,61.691
391,61.691
392,61.691
393,61.691
394,61.691
395,61.691
396,61.691
397,61.691
398,61.691
399,61.691
400,61.691
401,61.691
402,61.691
403,61.691
404,61.691
405,61.691
406,61.691
407,61.691
408,61.691
409,61.691
410,61.691
411,61.691
412,61.691
413,61.691
414,61.691
415,61.691
416,61.691
417,61.691
418,61.691
419,61.691
420,61.691
421,61.691
422,61.691
423,61.691
424,61.691
425,61.691
426,61.691
427,61.691
428,61.691
429,61.691
430,61.691
431,61.691
432,61.691
433,61.691
434,61.691
435,61.691
436,61.691
437,61.691
438,61.691
439,61.691
440,61.691
441,61.691
442,61.691
443,61.691
444,61.691
445,61.691
446,61.691
447,61.691
448,61.691
449,61.691
450,61.691
451,61.691
452,61.691
453,61.691
454,61.691
455,61.691
456,61.691
457,61.691
458,61.691
459,61.691
460,61.691
461,61.691
462,61.691
463,61.691
464,61.691
465,61.691
466,61.691
467,61.691
468,61.691
469,61.691
470,61.691
471,61.691
472,61.691
473,61.691
474,61.691
475,61.691
476,61.691
477,61.691
478,61.691
479,61.691
480,61.691
481,61.691
482,61.691
483,61.691
484,61.691
485,61.691
486,61.691
487,61.691
488,61.691
489,61.691
490,61.691
491,61.691
492,61.691
493,61.691
494,61.691
495,61.691
496,61.691
497,61.691
498,61.691
499,61.691
