iteration,fitness,mean fitness
228,61.139,45.056
229,61.139,46.904
230,61.139,48.236
231,61.139,49.246
232,61.139,48.12
233,61.139,46.433
234,61.139,48.69
235,61.139,48.301
236,61.139,45.613
237,61.139,47.78
238,61.139,47.26
239,61.139,49.416
240,61.139,47.041
241,61.139,49.149
242,61.139,47.158
243,61.139,48.06
244,61.139,46.468
245,61.139,42.453
246,61.139,46.632
247,61.139,47.96
248,61.139,46.604
249,61.139,42.521
250,61.139,48.419
251,61.139,41.291
252,61.139,49.493
253,61.139,48.552
254,61.139,44.532
255,61.139,48.387
256,61.139,48.153
257,61.139,45.657
258,61.139,39.106
259,61.139,46.152
260,61.139,47.613
261,61.139,48.762
262,61.139,46.666
263,61.139,48.864
264,61.139,46.548
265,61.139,44.945
266,61.139,48.088
267,61.139,49.002
268,61.139,47.474
269,61.139,47.903
270,61.139,48.395
271,61.139,47.805
272,61.139,47.666
273,61.139,48.301
274,61.139,49.823
275,61.139,47.992
276,61.139,46.593
277,61.139,46.582
278,61.139,48.887
279,61.139,45.852
280,61.139,41.956
281,61.139,45.973
282,61.139,47.008
283,61.139,46.465
284,61.139,46.562
285,61.139,48.854
286,61.139,44.805
287,61.139,45.092
288,61.139,45.659
289,61.139,46.913
290,61.139,50.082
291,61.139,48.308
292,61.139,40.299
293,61.139,46.705
294,61.139,48.1
295,61.139,47.712
296,61.139,44.049
297,61.139,45.873
298,61.139,47.208
299,61.139,48.552
