iteration,fitness
0,48.8
1,48.8
2,48.8
3,48.8
4,48.8
5,48.8
6,48.8
7,48.8
8,49.877
9,49.877
10,50.022
11,50.022
12,50.022
13,50.022
14,50.022
15,50.022
16,50.022
17,53.023
18,53.023
19,53.023
20,53.023
21,53.023
22,53.023
23,53.023
24,53.023
25,53.023
26,53.262
27,53.262
28,53.262
29,53.591
30,58.209
31,58.209
32,58.209
33,58.209
34,58.209
35,58.209
36,58.209
37,58.209
38,58.209
39,58.209
40,58.209
41,58.209
42,58.209
43,58.209
44,58.209
45,58.209
46,58.209
47,58.209
48,58.209
49,58.209
50,58.209
51,58.209
52,58.209
53,58.209
54,58.209
55,58.209
56,58.209
57,58.209
58,58.209
59,58.209
60,58.209
61,58.209
62,58.209
63,58.209
64,58.209
65,58.209
66,58.209
67,58.209
68,58.209
69,58.209
70,58.209
71,58.209
72,58.209
73,58.209
74,58.209
75,58.209
76,58.209
77,58.209
78,58.209
79,58.209
80,58.209
81,58.209
82,58.209
83,58.209
84,58.209
85,58.209
86,58.209
87,58.209
88,58.209
89,58.209
90,58.209
91,58.209
92,58.209
93,58.209
94,58.209
95,58.209
96,58.297
97,58.297
98,58.297
99,58.297
100,58.297
101,58.297
102,58.297
103,58.297
104,58.297
105,58.297
106,58.297
107,58.297
108,58.297
109,58.297
110,58.297
111,58.297
112,58.297
113,58.297
114,58.297
115,58.297
116,58.297
117,58.297
118,58.297
119,58.297
120,58.297
121,58.297
122,58.297
123,58.297
124,58.297
125,58.297
126,58.297
127,58.297
128,58.297
129,58.297
130,58.297
131,58.297
132,58.297
133,58.297
134,58.297
135,58.297
136,58.297
137,58.297
138,61.413
139,61.413
140,61.413
141,61.413
142,61.413
143,61.413
144,61.413
145,61.413
146,61.413
147,61.413
148,61.413
149,61.413
150,61.413
151,61.413
152,61.413
153,61.413
154,61.413
155,61.413
156,61.413
157,61.413
158,61.413
159,61.413
160,61.413
161,61.413
162,61.413
163,61.413
164,61.413
165,61.413
166,61.413
167,61.413
168,61.413
169,61.413
170,61.413
171,61.413
172,61.413
173,61.413
174,61.413
175,61.413
176,61.413
177,61.413
178,61.413
179,61.413
180,61.413
181,61.413
182,61.413
183,61.413
184,61.413
185,61.413
186,61.413
187,61.413
188,61.413
189,61.413
190,61.413
191,61.413
192,61.413
193,61.413
194,61.413
195,61.413
196,61.413
197,61.413
198,61.413
199,61.413
200,61.413
201,61.413
202,61.413
203,61.413
204,61.413
205,61.413
206,61.413
207,61.413
208,61.413
209,61.413
210,61.413
211,61.413
212,61.413
213,61.413
214,61.483
215,61.483
216,61.483
217,61.483
218,61.483
219,61.483
220,61.483
221,61.483
222,61.483
223,61.483
224,61.483
225,61.483
226,61.483
227,61.483
228,61.483
229,61.483
230,61.483
231,61.483
232,61.483
233,61.483
234,61.483
235,61.491
236,61.491
237,61.491
238,61.491
239,61.491
240,61.491
241,61.491
242,61.491
243,61.491
244,61.491
245,61.491
246,61.491
247,61.491
248,61.491
249,61.491
250,61.491
251,61.491
252,61.491
253,61.491
254,61.491
255,61.491
256,61.491
257,61.491
258,61.491
259,61.491
260,61.491
261,61.491
262,61.491
263,61.491
264,61.491
265,61.491
266,61.491
267,61.491
268,61.491
269,61.491
270,61.491
271,61.491
272,61.491
273,61.491
274,61.491
275,61.491
276,61.683
277,61.683
278,61.683
279,61.683
280,61.683
281,61.683
282,61.683
283,61.683
284,61.683
285,61.683
286,61.683
287,61.683
288,61.683
289,61.683
290,61.683
291,61.683
292,61.683
293,61.683
294,61.683
295,61.683
296,61.683
297,61.683
298,61.683
299,61.683
300,61.683
301,61.683
302,61.683
303,61.683
304,61.683
305,61.683
306,61.683
307,61.683
