iteration,fitness
0,47.424
1,50.344
2,50.344
3,50.344
4,50.344
5,50.344
6,50.344
7,50.344
8,51.073
9,51.073
10,51.073
11,51.073
12,51.073
13,51.135
14,51.135
15,51.135
16,55.137
17,55.137
18,55.137
19,55.137
20,55.137
21,55.944
22,55.944
23,55.944
24,55.944
25,55.944
26,56.429
27,56.429
28,56.429
29,56.429
30,56.429
31,56.429
32,56.429
33,56.429
34,56.429
35,56.429
36,56.429
37,56.429
38,57.361
39,57.361
40,57.361
41,57.361
42,57.361
43,57.361
44,57.361
45,57.361
46,57.361
47,57.361
48,57.361
49,57.361
50,57.361
51,57.361
52,57.361
53,57.655
54,57.655
55,57.655
56,57.655
57,57.655
58,57.655
59,57.655
60,57.655
61,57.655
62,57.655
63,57.655
64,57.655
65,58.417
66,58.417
67,58.417
68,58.417
69,58.417
70,58.417
71,58.417
72,58.417
73,58.417
74,58.417
75,58.584
76,58.584
77,58.584
78,58.584
79,58.584
80,58.584
81,58.661
82,58.661
83,58.661
84,58.661
85,58.661
86,58.661
87,58.661
88,58.753
89,58.753
90,58.753
91,58.753
92,58.753
93,58.961
94,58.961
95,58.961
96,58.961
97,58.961
98,58.961
99,68.225
100,68.225
101,68.225
102,68.225
103,70.719
104,70.719
105,70.719
106,70.719
107,70.719
108,70.719
109,70.719
110,70.719
111,70.719
112,70.719
113,70.719
114,70.719
115,70.719
116,70.719
117,70.719
118,70.719
119,70.719
120,70.719
121,70.719
122,70.719
123,70.719
124,70.915
125,70.915
126,70.915
127,70.915
128,70.915
129,70.915
130,70.915
131,70.915
132,70.915
133,70.915
134,70.915
135,70.915
136,70.915
137,70.915
138,70.915
139,70.915
140,70.915
141,70.915
142,70.915
143,70.915
144,70.915
145,70.915
146,70.915
147,70.915
148,70.915
149,70.915
150,70.915
151,70.915
152,70.915
153,70.915
154,70.915
155,70.915
156,70.915
157,70.915
158,70.915
159,70.915
160,70.915
161,70.915
162,70.915
163,70.915
164,70.915
165,70.915
166,70.915
167,70.915
168,70.915
169,70.915
170,70.915
171,70.915
172,70.915
173,70.915
174,70.915
175,70.915
176,70.915
177,70.915
178,70.915
179,70.915
180,70.915
181,70.915
182,70.915
183,70.915
184,70.915
185,70.915
186,70.915
187,70.915
188,70.915
189,70.915
190,70.915
191,70.915
192,70.915
193,70.915
194,70.915
195,70.915
196,70.915
197,70.915
198,70.915
199,70.915
200,70.915
201,70.915
202,70.915
203,70.915
204,70.915
205,70.915
206,70.915
207,70.915
208,70.915
209,70.915
210,70.915
211,70.915
212,70.915
213,70.915
214,70.915
215,70.915
216,70.915
217,70.915
218,70.915
219,70.915
220,70.915
221,70.915
222,70.915
223,70.915
224,70.915
225,70.915
226,70.965
227,70.965
228,70.965
229,70.965
230,70.965
231,70.965
232,70.965
233,70.965
234,70.965
235,70.965
236,70.965
237,70.965
238,70.965
239,70.965
240,70.965
241,70.965
242,70.965
243,70.965
244,70.965
245,71.08
246,71.08
247,71.08
248,71.08
249,71.08
250,71.08
251,71.08
252,71.08
253,71.08
254,71.08
255,71.08
256,71.08
257,71.08
258,71.08
259,71.08
260,71.08
261,71.08
262,71.08
263,71.08
264,71.08
265,71.08
266,71.08
267,71.08
268,71.08
269,71.08
270,71.08
271,71.08
272,71.08
273,71.08
274,71.08
275,71.08
276,71.08
277,71.08
278,71.08
279,71.08
280,71.08
281,71.08
282,71.08
283,71.08
284,71.08
285,71.08
286,71.08
287,71.08
288,71.08
289,71.08
290,71.08
291,71.08
292,71.08
293,71.08
294,71.08
295,71.08
296,71.08
297,71.08
298,71.08
299,71.08
300,71.08
301,71.08
302,71.08
303,71.08
304,71.08
305,71.08
306,71.08
307,71.08
308,71.08
309,71.08
310,71.08
311,71.08
312,71.08
313,71.08
314,71.08
315,71.08
316,71.08
317,71.08
318,71.08
319,71.08
320,71.08
321,71.08
322,71.08
323,71.08
324,71.08
325,71.08
326,71.08
327,71.08
328,71.08
329,71.08
330,71.08
331,71.08
332,71.08
333,71.08
334,71.08
335,71.08
336,71.08
337,71.08
338,71.08
339,71.08
340,71.08
341,71.08
342,71.08
343,71.08
344,71.08
345,71.08
346,71.08
347,71.08
348,71.08
349,71.08
350,71.08
351,71.08
352,71.08
353,71.08
354,71.08
355,71.08
356,71.08
357,71.08
358,71.08
359,71.08
360,71.08
361,71.08
362,71.08
363,71.08
364,71.08
365,71.08
366,71.08
367,71.08
368,71.08
369,71.08
