iteration,fitness
0,44.789
1,44.789
2,49.163
3,49.163
4,49.163
5,49.163
6,49.163
7,49.163
8,49.163
9,49.163
10,49.163
11,51.099
12,51.099
13,51.099
14,51.099
15,51.597
16,51.597
17,51.597
18,51.597
19,53.333
20,53.333
21,53.333
22,53.333
23,53.333
24,53.333
25,53.333
26,53.333
27,53.333
28,53.333
29,53.333
30,53.333
31,53.333
32,53.333
33,53.333
34,53.333
35,53.333
36,53.333
37,53.333
38,53.333
39,53.333
40,53.333
41,53.333
42,53.333
43,53.333
44,53.333
45,53.333
46,53.333
47,53.333
48,53.333
49,53.333
50,53.333
51,53.333
52,53.333
53,53.333
54,53.333
55,53.333
56,53.333
57,53.333
58,53.333
59,53.333
60,53.333
61,53.333
62,53.333
63,53.333
64,53.333
65,53.333
66,53.333
67,53.333
68,53.333
69,53.333
70,53.333
71,53.333
72,53.333
73,53.333
74,53.333
75,53.333
76,53.333
77,53.333
78,53.333
79,53.333
80,53.333
81,53.333
82,53.333
83,53.333
84,53.333
85,53.333
86,53.333
87,53.333
88,53.333
89,53.333
90,53.333
91,53.333
92,53.333
93,53.333
94,53.333
95,53.333
96,53.333
97,53.333
98,53.333
99,53.333
100,53.333
101,53.333
102,53.333
103,53.333
104,53.333
105,53.333
106,53.333
107,53.333
108,53.333
109,53.333
110,53.333
111,53.333
112,53.333
113,53.333
114,53.333
115,53.333
116,53.333
117,53.333
118,53.333
119,53.333
120,53.333
121,53.333
122,53.333
123,53.333
124,53.333
125,53.333
126,53.333
127,53.333
128,53.333
129,53.333
130,53.333
131,53.333
132,53.333
133,53.333
134,53.333
135,53.333
136,53.333
137,53.333
138,53.333
139,53.333
140,53.333
141,53.333
142,53.333
143,53.333
144,53.333
145,53.333
146,53.333
147,54.128
148,54.128
149,54.128
150,54.128
151,54.128
152,54.128
153,54.128
154,54.128
155,54.128
156,54.128
157,54.128
158,54.128
159,54.128
160,54.128
161,54.128
162,54.128
163,54.128
164,54.128
165,54.128
166,54.128
167,54.128
168,54.128
169,54.128
170,54.128
171,55.49
172,55.49
173,55.49
174,55.49
175,55.49
176,55.49
177,55.49
178,55.49
179,56.198
180,56.198
181,56.198
182,56.198
183,56.829
184,56.829
185,56.829
186,56.975
187,56.975
188,56.975
189,56.975
190,57.264
191,57.264
192,57.264
193,57.264
194,57.278
195,57.278
196,57.278
197,57.278
198,57.278
199,57.278
200,57.278
201,57.278
202,57.278
203,57.278
204,57.278
205,57.278
206,57.278
207,57.278
208,57.278
209,57.278
210,57.278
211,57.278
212,57.278
213,57.278
214,57.278
215,57.278
216,57.278
217,57.278
218,57.278
219,57.278
220,57.278
221,57.278
222,57.278
223,57.278
224,57.278
225,57.278
226,57.278
227,57.278
228,57.278
229,57.278
230,57.278
231,57.278
232,57.278
233,57.278
234,57.278
235,57.278
236,57.278
237,57.278
238,57.278
239,57.278
240,57.278
241,57.278
242,57.278
243,57.278
244,57.426
245,57.426
246,57.426
247,57.426
248,57.426
249,57.426
250,57.426
251,57.426
252,57.426
253,57.426
254,57.426
255,57.426
256,57.426
257,57.426
258,57.426
259,57.426
260,57.426
261,57.426
262,57.426
263,57.426
264,57.426
265,57.426
266,57.426
267,57.426
268,57.426
269,57.426
270,57.426
271,57.426
272,57.426
273,57.426
274,57.426
275,57.426
276,57.426
277,57.426
278,57.426
279,57.426
280,57.426
281,57.426
282,57.426
283,57.426
284,57.426
285,57.426
286,57.426
287,57.426
288,57.426
289,57.426
290,57.426
291,57.426
292,57.426
293,57.426
294,57.426
295,57.426
296,57.426
297,57.426
298,57.426
299,57.426
300,57.426
301,57.464
302,57.464
303,57.464
304,57.464
305,57.464
306,57.464
307,57.464
308,57.464
309,57.464
310,57.464
311,57.464
312,57.464
313,57.464
314,57.464
315,57.464
316,57.464
317,57.464
318,57.464
319,57.464
320,57.464
321,57.464
322,57.464
323,57.464
324,57.464
325,57.464
326,57.464
327,57.464
328,57.464
329,57.464
330,57.464
331,57.464
