iteration,fitness
0,45.75
1,45.75
2,46.288
3,46.288
4,48.399
5,48.399
6,48.399
7,48.399
8,52.852
9,52.852
10,52.852
11,52.852
12,52.852
13,52.852
14,52.852
15,52.852
16,52.856
17,53.334
18,53.334
19,53.788
20,53.788
21,53.788
22,53.788
23,53.788
24,54.214
25,54.214
26,54.214
27,54.214
28,54.214
29,54.214
30,54.214
31,54.214
32,54.214
33,54.214
34,54.214
35,54.214
36,54.214
37,54.214
38,55.135
39,55.135
40,55.135
41,55.135
42,56.269
43,56.269
44,56.269
45,56.269
46,56.269
47,56.269
48,56.269
49,56.269
50,56.269
51,56.269
52,56.269
53,56.269
54,56.269
55,56.453
56,56.453
57,56.453
58,56.453
59,56.453
60,56.453
61,56.453
62,56.453
63,56.453
64,56.453
65,56.453
66,56.453
67,56.453
68,56.453
69,56.453
70,56.453
71,56.453
72,56.453
73,56.453
74,56.453
75,56.453
76,56.453
77,57.195
78,57.195
79,57.195
80,57.195
81,57.195
82,57.195
83,57.195
84,57.195
85,57.195
86,57.195
87,57.195
88,57.261
89,57.261
90,57.261
91,57.261
92,57.261
93,57.261
94,57.261
95,57.261
96,57.261
97,57.261
98,57.261
99,57.261
100,57.261
101,57.261
102,57.261
103,57.261
104,57.261
105,57.261
106,57.261
107,57.261
108,57.261
109,57.261
110,57.261
111,57.261
112,57.261
113,57.261
114,57.261
115,57.261
116,57.261
117,57.261
118,58.817
119,58.817
120,58.817
121,58.817
122,58.817
123,58.817
124,58.817
125,58.817
126,58.817
127,58.817
128,58.817
129,58.817
130,58.817
131,58.817
132,58.817
133,58.817
134,58.817
135,58.817
136,58.817
137,58.817
138,58.817
139,58.817
140,58.817
141,58.817
142,58.817
143,58.817
144,58.817
145,58.817
146,58.817
147,58.817
148,58.817
149,58.817
150,58.817
151,58.817
152,58.817
153,58.817
154,58.817
155,58.817
156,58.817
157,58.817
158,58.817
159,58.817
160,58.817
161,58.817
162,58.817
163,58.817
164,58.817
165,58.817
166,58.817
167,58.817
168,58.817
169,58.817
170,58.817
171,58.817
172,58.817
173,58.817
174,58.817
175,58.817
176,58.817
177,58.817
178,58.817
179,58.817
180,58.817
181,58.817
182,58.817
183,58.817
184,58.817
185,58.817
186,58.817
187,58.817
188,58.817
189,58.817
190,58.817
191,58.817
192,58.817
193,58.817
194,58.817
195,58.817
196,58.817
197,58.817
198,58.817
199,58.817
200,58.817
201,58.817
202,58.817
203,58.817
204,58.817
205,58.817
206,58.817
207,58.817
208,58.817
209,58.817
210,58.817
211,58.817
212,58.817
213,58.817
214,58.817
215,58.817
216,58.817
217,58.817
218,58.817
219,58.817
220,58.817
221,58.817
222,58.817
223,58.817
224,58.817
225,58.817
226,58.817
227,58.817
228,58.817
229,58.817
230,58.817
231,58.817
232,58.817
233,58.817
234,58.817
235,58.817
236,58.817
237,58.817
238,58.817
239,58.817
240,58.817
241,58.817
242,58.817
243,58.817
244,58.817
245,58.817
246,58.817
247,58.817
248,58.817
249,58.817
250,58.817
251,58.817
252,58.817
253,58.817
254,58.817
255,58.817
256,58.817
257,58.817
258,58.817
259,58.817
260,58.817
261,58.817
262,58.817
263,58.817
264,58.817
265,58.817
266,58.817
267,58.817
268,58.817
269,58.817
270,58.817
271,58.817
272,58.817
273,58.817
274,58.817
275,58.817
276,58.817
277,58.817
278,58.817
279,58.817
280,58.817
281,58.817
282,58.817
283,58.817
284,58.817
285,58.817
286,58.817
287,58.817
288,58.817
289,58.817
290,58.817
291,58.817
292,58.817
293,58.817
294,58.817
295,58.817
296,58.817
297,58.817
298,58.817
299,58.817
300,58.817
301,58.817
302,58.817
303,58.817
304,58.817
305,58.817
306,58.817
307,59.405
308,59.405
309,59.405
310,59.405
311,59.405
312,59.405
313,59.405
314,59.405
315,59.405
316,59.405
317,59.405
318,59.405
319,59.405
320,59.405
321,59.405
322,59.405
323,59.405
324,59.405
325,59.405
326,59.405
327,59.405
328,59.405
329,59.405
330,59.405
331,59.405
332,59.405
333,59.405
334,59.405
335,59.405
336,59.405
337,59.405
338,59.405
339,59.405
340,59.405
341,59.405
342,59.405
343,59.405
344,59.405
345,59.405
346,59.405
347,59.405
348,59.405
349,59.405
350,59.405
351,59.405
352,59.405
353,59.405
354,59.405
355,59.405
356,59.405
357,59.405
358,59.405
359,59.405
360,59.405
361,59.405
362,59.405
363,59.405
364,59.405
365,59.405
366,59.405
367,59.405
368,59.405
369,59.405
370,59.405
371,59.405
372,59.405
373,59.405
374,59.405
375,59.405
376,59.405
377,59.405
378,59.405
379,59.405
380,59.405
381,59.405
382,59.405
383,59.405
384,60.318
385,60.318
386,60.318
387,60.318
388,60.318
389,60.318
390,60.318
391,60.318
392,60.318
393,60.318
394,60.318
395,60.318
396,60.318
397,60.318
398,60.318
399,60.318
400,60.318
401,60.318
402,60.318
403,60.318
404,60.318
405,60.318
406,63.843
407,63.843
408,63.843
409,63.843
410,63.843
411,63.843
412,63.843
413,63.843
414,63.843
415,63.843
416,63.843
417,63.843
418,63.843
419,63.843
420,63.843
421,63.843
422,63.843
423,63.843
424,63.843
425,63.843
426,63.843
427,63.843
428,63.843
429,63.843
430,63.843
431,63.843
432,63.843
433,63.843
434,63.843
435,63.843
436,63.843
437,63.843
438,63.843
439,63.843
440,63.843
441,63.843
442,63.843
443,63.843
444,63.843
445,63.843
446,63.843
447,63.843
448,63.843
449,63.843
450,63.843
451,63.843
452,63.843
453,63.843
454,63.843
455,63.843
456,63.843
457,63.843
458,63.843
459,63.843
460,63.843
461,63.843
462,63.843
463,63.843
464,63.843
465,63.843
466,63.843
467,63.843
468,63.843
469,63.843
470,63.843
471,63.843
472,63.843
473,63.843
474,63.843
475,63.843
476,63.843
477,63.843
478,63.843
479,63.843
480,63.843
481,63.843
482,63.843
483,63.843
484,63.843
485,63.843
486,65.318
487,65.318
488,65.318
489,65.318
490,65.318
491,65.318
492,65.318
493,65.318
494,65.318
495,65.318
496,65.318
497,65.318
498,65.318
499,65.318
