iteration,fitness,mean fitness
0,46.022,42.823
1,46.022,45.104
2,46.022,45.069
3,46.022,42.806
4,46.022,45.055
5,46.022,45.079
6,46.022,45.107
7,46.022,40.583
8,46.022,45.126
9,46.022,45.096
10,46.022,45.075
11,46.022,45.079
12,46.022,45.072
13,46.022,45.061
14,46.022,45.05
15,46.022,45.06
16,46.022,45.13
17,46.022,45.134
18,46.022,45.061
19,46.022,45.049
20,46.022,45.048
21,46.022,45.048
22,46.022,45.053
23,46.022,45.052
24,46.022,45.056
25,46.022,45.057
26,46.022,45.048
27,46.022,45.071
28,46.022,45.094
29,46.022,45.051
30,46.022,45.048
31,46.022,45.077
32,46.022,45.054
33,46.022,45.055
34,46.022,45.059
35,46.022,45.061
36,46.022,45.048
37,46.022,45.069
38,46.022,45.061
39,46.022,45.102
40,46.022,45.062
41,46.022,45.071
42,46.022,45.068
43,46.022,45.049
44,46.022,45.049
45,46.022,45.079
46,46.022,45.074
47,46.022,45.077
48,46.022,45.055
49,46.022,45.072
50,46.022,45.098
51,46.022,45.067
52,46.022,45.092
53,46.022,45.095
54,46.022,45.137
55,46.022,45.068
56,46.022,45.105
57,46.022,45.052
58,46.022,45.062
59,46.022,45.05
60,46.205,45.119
61,46.205,45.081
62,46.205,45.131
63,46.205,45.153
64,46.205,45.136
65,46.205,45.132
66,46.205,45.066
67,46.205,45.073
68,46.205,45.069
69,46.205,45.084
70,46.205,45.063
71,46.205,45.066
72,46.205,45.058
73,46.205,45.058
74,46.205,45.058
75,46.205,45.058
76,46.205,45.091
77,46.205,45.092
78,46.205,45.058
79,46.205,45.108
80,46.205,45.065
81,46.205,45.12
82,46.205,45.081
83,46.205,45.152
84,46.205,45.112
85,46.205,45.133
86,46.205,45.058
87,46.335,45.199
88,46.335,45.101
89,46.407,45.135
90,46.407,45.068
91,46.407,45.202
92,46.529,45.215
93,46.564,45.243
94,46.564,45.076
95,46.564,45.076
96,46.564,45.076
97,46.564,45.089
98,46.564,45.126
99,46.564,45.084
100,46.564,45.107
101,46.564,45.082
102,46.564,45.142
103,46.564,45.141
104,46.564,45.131
105,46.564,45.135
106,46.564,45.1
107,46.564,45.2
108,46.564,45.244
109,46.564,45.12
110,46.564,45.128
111,46.564,45.095
112,46.564,45.156
113,46.564,45.093
114,46.564,45.08
115,46.564,45.174
116,46.564,45.161
117,46.564,45.181
118,46.564,45.169
119,46.564,45.132
120,46.564,45.082
121,46.564,45.076
122,46.564,45.099
123,46.564,45.117
124,46.564,45.122
125,46.564,45.273
126,46.564,45.119
127,46.564,45.077
128,46.564,45.075
129,46.564,45.079
130,46.564,45.134
131,46.564,45.132
132,46.564,45.105
133,46.564,45.149
134,46.564,45.115
135,46.564,45.182
136,46.564,45.159
137,46.564,45.088
138,46.564,45.093
139,46.564,45.119
140,46.564,45.151
141,46.564,45.094
142,46.564,45.102
143,46.564,45.076
144,46.564,45.08
145,46.564,45.136
146,46.564,45.165
147,46.564,45.087
148,46.564,45.12
149,46.564,45.293
150,46.564,45.198
151,46.564,45.124
152,46.564,45.08
153,46.564,45.145
154,46.564,45.121
155,46.564,45.161
156,46.564,45.089
157,46.564,45.152
158,46.564,45.092
159,46.564,45.103
160,46.564,45.131
161,46.564,45.201
162,46.564,45.193
163,46.564,45.105
164,46.564,45.154
165,46.564,45.097
166,46.564,45.133
167,46.564,45.08
168,46.564,45.163
169,46.564,45.172
170,46.564,45.093
171,46.564,45.102
172,46.564,45.106
173,46.564,45.125
174,46.564,45.12
175,46.564,45.171
176,46.564,45.117
177,46.564,45.197
178,46.564,45.153
179,46.564,45.086
180,46.564,45.125
181,46.564,45.13
182,46.564,45.197
183,46.564,45.216
184,46.564,45.215
185,46.564,45.169
186,46.564,45.151
187,46.564,45.148
188,46.564,45.093
189,46.564,45.083
190,46.564,45.161
191,46.564,45.097
192,46.564,45.137
193,46.564,45.153
194,46.564,45.092
195,46.564,45.075
196,46.6,45.157
197,46.6,45.278
198,46.6,45.082
199,46.6,45.081
200,46.6,45.08
201,46.6,45.087
202,46.6,45.077
203,46.6,45.134
204,46.6,45.098
205,46.6,45.134
206,46.6,45.227
207,46.6,45.108
208,46.6,45.086
209,46.6,45.085
210,46.6,45.171
211,46.6,45.287
212,46.6,45.14
213,46.6,45.151
214,46.6,45.185
215,46.6,45.142
216,46.6,45.149
217,46.6,45.096
218,46.6,45.098
219,46.6,45.078
220,46.6,45.166
221,46.6,45.087
222,46.6,45.086
223,46.6,45.095
224,46.6,45.1
225,46.6,45.19
226,46.6,45.135
227,46.6,45.146
228,46.6,45.088
229,46.6,45.089
230,46.6,45.152
231,46.6,45.147
232,46.6,45.081
233,46.6,45.128
234,46.6,45.082
235,46.6,45.147
236,46.6,45.212
237,46.6,45.078
238,46.6,45.118
239,46.6,45.119
240,46.6,45.173
241,46.6,45.102
242,46.6,45.077
243,46.6,45.224
244,46.6,45.194
245,46.6,45.142
246,46.6,45.101
247,46.6,45.116
248,46.6,45.211
249,46.6,45.116
250,46.6,45.157
251,46.6,45.102
252,46.606,45.196
253,46.606,45.109
254,46.606,45.078
255,46.606,45.083
256,46.606,45.087
257,46.606,45.08
258,46.606,45.118
259,46.606,45.129
260,46.606,45.098
261,46.606,45.132
262,46.606,45.14
263,46.606,45.133
264,46.606,45.086
265,46.606,45.093
266,46.606,45.078
267,46.606,45.078
268,46.606,45.158
269,46.606,45.171
270,46.606,45.256
