iteration,fitness
0,39.748
1,49.495
2,49.495
3,49.495
4,49.495
5,51.382
6,51.382
7,51.382
8,51.382
9,51.382
10,51.382
11,51.382
12,51.382
13,51.382
14,51.382
15,52.013
16,52.763
17,52.763
18,52.763
19,52.763
20,52.763
21,52.763
22,52.763
23,52.763
24,52.763
25,52.763
26,52.763
27,52.763
28,52.763
29,52.763
30,52.763
31,52.763
32,52.763
33,52.763
34,52.763
35,52.763
36,52.763
37,52.763
38,56.928
39,56.928
40,56.928
41,56.928
42,56.928
43,56.928
44,56.928
45,56.928
46,56.928
47,56.928
48,56.928
49,56.928
50,56.928
51,56.928
52,56.928
53,56.928
54,56.928
55,56.928
56,56.928
57,56.928
58,56.928
59,56.928
60,56.928
61,56.928
62,56.928
63,56.928
64,56.928
65,56.928
66,56.928
67,56.928
68,56.928
69,56.928
70,56.928
71,56.928
72,56.928
73,56.928
74,56.928
75,56.928
76,56.928
77,56.928
78,56.928
79,56.928
80,56.928
81,56.928
82,56.928
83,56.928
84,56.928
85,56.928
86,56.928
87,56.928
88,56.928
89,56.928
90,58.194
91,58.194
92,58.194
93,58.194
94,58.194
95,58.194
96,58.194
97,58.194
98,58.194
99,58.194
100,58.194
101,58.194
102,58.194
103,58.194
104,58.194
105,58.194
106,58.194
107,58.194
108,58.194
109,58.194
110,58.194
111,58.194
112,58.194
113,58.194
114,58.194
115,58.194
116,58.194
117,58.194
118,58.194
119,58.194
120,58.194
121,58.194
122,58.194
123,58.194
124,58.194
125,58.194
126,58.194
127,58.194
128,58.194
129,58.194
130,58.194
131,58.194
132,58.194
133,58.194
134,58.194
135,58.194
136,58.194
137,58.194
138,58.194
139,58.194
140,58.194
141,58.194
142,58.194
143,58.194
144,58.194
145,58.194
146,58.194
147,58.194
148,58.194
149,58.194
150,58.194
151,58.194
152,58.194
153,58.194
154,58.194
155,58.194
156,58.194
157,58.194
158,58.194
159,58.194
160,58.194
161,58.194
162,58.194
163,58.194
164,58.194
165,58.194
166,58.194
167,58.194
168,58.194
169,58.194
170,58.194
171,58.194
172,58.194
173,58.194
174,58.194
175,58.194
176,58.194
177,58.194
178,58.194
179,58.194
180,58.194
181,58.194
182,58.194
183,58.194
184,58.194
185,58.194
186,58.194
187,58.194
188,58.194
189,58.194
190,58.194
191,58.194
192,58.194
193,58.194
194,58.194
195,58.194
196,58.194
197,58.194
198,58.194
199,58.194
200,58.194
201,58.194
202,58.194
203,58.194
204,58.194
205,58.194
206,58.194
207,58.194
208,58.194
209,58.194
210,58.194
211,58.194
212,58.194
213,58.194
214,58.194
215,58.194
216,58.194
217,58.194
218,58.194
219,58.194
220,58.194
221,58.194
222,58.194
223,58.194
224,58.194
225,58.194
226,58.194
227,58.227
228,58.227
229,58.227
230,58.227
231,58.227
232,58.227
233,58.227
234,58.227
235,58.227
236,58.227
237,58.227
238,58.227
239,58.227
240,58.227
241,58.227
242,58.227
243,58.227
244,58.227
245,58.227
246,58.227
247,58.227
248,58.227
249,58.227
250,58.227
251,58.227
252,58.227
253,58.227
254,58.227
255,58.227
256,58.227
257,58.227
258,58.227
259,58.227
260,58.227
261,58.227
262,58.227
263,58.227
264,58.227
265,58.227
266,58.227
267,58.227
268,58.227
269,58.227
270,58.227
271,58.227
272,58.227
273,58.227
274,58.227
275,58.227
276,58.227
277,58.227
278,58.227
279,58.227
280,58.227
281,58.227
282,58.227
283,58.227
284,58.227
285,58.227
286,58.227
287,58.227
288,58.227
289,58.227
290,58.227
291,58.227
292,58.227
293,58.227
294,58.227
295,58.227
296,58.227
297,58.227
298,58.227
299,58.227
300,58.227
301,58.227
302,58.227
303,58.227
304,58.227
305,58.227
306,58.227
307,58.227
308,58.227
309,58.227
310,58.227
311,58.227
312,58.227
313,58.227
314,58.227
315,58.227
316,58.227
317,58.227
318,58.227
319,58.227
320,58.227
321,58.227
322,58.227
323,58.227
324,58.227
325,58.227
326,58.227
327,58.227
328,58.227
329,58.227
330,58.227
331,58.227
332,58.227
333,58.227
334,58.227
335,58.227
336,58.227
337,58.227
338,58.227
339,58.227
340,58.227
341,58.227
342,58.227
343,58.227
344,58.227
345,58.227
346,58.227
347,58.227
348,58.227
349,58.227
350,58.227
351,58.227
352,58.227
353,58.227
354,58.227
355,58.227
356,58.227
357,58.227
358,58.227
359,58.227
360,58.227
361,58.227
362,58.227
363,58.227
364,58.227
365,58.227
366,58.227
367,58.227
368,58.227
