iteration,fitness
203,60.175
204,60.175
205,60.175
206,60.175
207,60.175
208,60.175
209,60.175
210,60.175
211,60.175
212,60.175
213,60.175
214,60.175
215,60.175
216,60.175
217,60.175
218,60.175
219,60.175
220,60.175
221,60.175
222,60.175
223,60.175
224,60.175
225,60.175
226,60.175
227,60.175
228,60.175
229,60.175
230,60.175
231,60.175
232,60.175
233,60.175
234,60.175
235,60.175
236,60.175
237,60.175
238,60.175
239,60.175
240,60.175
241,60.175
242,60.175
243,60.175
244,60.175
245,60.175
246,60.564
247,60.564
248,60.564
249,60.564
250,60.564
251,60.564
252,60.564
253,60.564
254,60.564
255,60.564
256,60.564
257,60.564
258,60.564
259,60.568
260,60.568
261,60.568
262,60.568
263,60.568
264,60.568
265,60.604
266,60.817
267,60.817
268,60.817
269,60.817
270,60.817
271,60.817
272,60.817
273,60.817
274,60.817
275,60.817
276,60.817
277,60.817
278,60.817
279,60.817
280,60.817
281,60.817
282,60.817
283,60.817
284,60.817
285,60.817
286,60.817
287,60.817
288,60.817
289,60.817
290,60.817
291,60.817
292,60.817
293,60.817
294,60.817
295,60.817
296,60.817
297,60.817
298,60.817
299,60.817
300,60.817
301,60.817
302,60.817
303,60.817
304,60.817
305,60.817
306,60.817
307,60.817
308,60.817
309,60.817
310,60.817
311,60.817
312,60.817
313,60.817
314,60.817
315,60.817
316,60.817
317,60.817
318,60.817
319,60.817
320,60.817
321,60.817
322,60.817
323,60.817
324,60.817
325,60.817
326,60.817
327,60.817
328,60.817
329,60.817
330,60.817
331,60.817
332,60.817
333,60.817
334,60.817
335,60.817
336,60.817
337,60.817
338,60.817
339,60.817
340,60.817
341,60.817
342,60.817
343,60.817
344,60.817
345,60.817
346,60.817
347,60.817
348,60.817
349,60.817
350,60.817
351,60.817
352,60.817
353,60.817
354,60.817
355,60.817
356,60.817
357,60.817
358,60.817
359,60.817
360,60.817
361,60.817
362,60.817
363,60.817
364,60.817
365,60.817
366,60.817
367,60.817
368,60.817
369,60.817
370,60.817
371,60.817
372,60.817
373,60.817
374,60.817
375,60.817
376,60.817
377,60.817
378,60.817
379,60.817
380,60.817
381,60.817
382,60.817
383,60.817
384,60.817
385,60.817
386,60.817
387,60.817
388,60.817
389,60.817
390,60.817
391,60.817
392,60.817
393,60.817
394,60.817
395,60.817
396,60.817
397,60.817
398,60.817
399,60.817
400,60.817
401,60.817
402,60.817
403,60.817
404,60.817
405,60.817
406,60.817
407,60.817
408,60.817
409,60.817
410,60.817
411,60.817
412,60.817
413,60.817
414,60.817
415,60.817
416,60.817
417,60.817
418,60.817
419,60.817
420,60.817
421,60.817
422,60.817
423,60.817
424,60.817
425,60.817
426,60.817
427,60.817
428,60.817
429,60.817
430,60.817
431,60.817
432,60.817
433,60.817
434,60.817
435,60.817
436,60.817
437,60.817
438,60.817
439,60.817
440,60.817
441,60.817
442,60.817
443,60.817
444,60.817
445,60.817
446,61.193
447,61.193
448,61.193
449,61.193
450,61.193
451,61.193
452,61.193
453,61.193
454,61.193
455,61.193
456,61.193
457,61.193
458,61.193
459,61.193
460,61.193
461,61.193
462,61.193
463,61.193
464,61.193
465,61.193
466,61.193
467,61.193
468,61.193
469,61.193
470,61.193
471,61.193
472,61.193
473,61.193
474,61.193
475,61.193
476,61.193
477,62.225
478,62.225
479,62.225
480,62.225
481,62.225
482,62.225
483,62.225
484,62.225
485,62.225
486,62.225
487,62.225
488,62.225
489,62.225
490,62.225
491,62.225
492,62.225
493,62.225
494,62.225
495,62.225
496,62.225
497,62.225
498,62.225
499,62.225
